filename,smiles
17256674.png,COC1=C(C=C(C(=C1)C(=O)NC2=CC(=C(C=C2)Br)Cl)[N+](=O)[O-])OC
7724244.png,C[C@H](C(=O)NC1=C(C(=C(C=C1)F)F)F)OC(=O)C2=CC(=CC(=C2)Cl)Cl
13871806.png,CC/C=C\C=C\C1CS1
6523867.png,CC1=CC=C(C=C1)NC(=O)CN2C(=O)/C(=C/C3=CC(=C(C(=C3)OC)O)OC)/SC2=O
45744788.png,CC(C)C1=CC=C(C=C1)C(C)NC(=O)C2CCN(CC2)C(=O)C3=CC=C(C=C3)F
13750715.png,CCCCCCCCCCCCCCCCOC(=O)CCC(C(=O)OCCCCCCCCCCCCCCCC)NC(=O)C1=CC=C(C=C1)OCCCC[N+](C)(C)C.[Br-]
24085762.png,CCC[C@H]1C[C@H]2[C@@H]([C@H]3[C@@]1(O[C@@H](C3)C4=CC=C(O4)CO)O)C(=O)N(C2=O)C5CCCCC5
923638.png,C1=CC=C(C=C1)NC(=O)NNC(=O)/C=C/C2=CC=C(C=C2)F
36682320.png,CC1=C(N=C(O1)C2=CC=CC=C2)CC(=O)NNC(=S)NC3=CC=CC=C3
85470523.png,CCCCN1C=C(C2=C1C=CC(=C2)OC3=CC=C(C=C3)Cl)CC4=CC=C(C=C4)OCCCN(CC)CC
42078863.png,CC1=CC=CC=C1N2CCO[C@@H](C2)C[NH3+]
62454397.png,CC(C)(C)C1=CC=C(C=C1)OCC2=CC=CC=C2CNC
51357347.png,C1[C@H]2C[C@]34C1=C[C@H](C5=C3[C@H](OC5)C6=COC=C6)OC=C4C(=C2)OS(=O)(=O)C(F)(F)F
51299819.png,C1CC1NC(=O)C2=CC=C(C=C2)NC(=O)CSC3=CC=CC=C3
34541471.png,C[C@H](C1=CC2=C(C=C1)OCC(=O)N2)NCC3=CC(=C(C(=C3)OC)OCC4=CC=CC=C4)OC
54929824.png,CC1CCCC(C1C)NS(=O)(=O)C2=C(NN=C2)C
62103632.png,CCC(C)COC1=CC=CC(=C1)CNC2CC2
32963228.png,C[C@H](CC(=O)O[C@H](C)C(=O)NC(C)C)NC(=O)C1=CC=CC=C1
96221193.png,CC(C)C[C@H](CC(=O)NC)C#N
15109162.png,CC1=C2C=C(C(=C2C=C(C=C1)C(C)C)C)C3=CC(=C4C3=C(C=CC(=C4)C(C)C)C)C
41629132.png,C1COCCN1C2=[NH+]C=C(C=C2)CNC(=O)C3=CN(C(=O)C=C3)CC4=CC=CC=C4Cl
67353115.png,C1C(CN1C(F)(F)F)O
2418150.png,C1=CC=C2C(=C1)C(C3=CC=CC=C3O2)C(=O)OCC(=O)NC4=CC(=CC=C4)Cl
15060519.png,CC1=C(N(C2=C(C1=O)C(=O)N(C(=N2)OC)C)[C@H]3[C@@H]([C@H]([C@@H](CO3)OC(=O)C)OC(=O)C)OC(=O)C)O
44846641.png,CCC1=CC2=C(C=C1)OC3=C(C2=O)C(N(C3=O)C4=NC(=C(S4)C(=O)OCC)C)C5=CC=C(C=C5)OCC
98977561.png,CC1=CC(=C(S1)C)S(=O)(=O)N2CCN(CC2)C(=O)[C@@H]3CCCN3C(=O)C4CCCCC4
73352316.png,C1=CC=C(C(=C1)C2=NC(=C(S2)NC(=O)N)C(=O)N)OCCN
87226342.png,CCC/C=C/CS(=O)(=O)O.[Na]
53686854.png,C1=CC(=CC(=C1)Br)CC2=NC3=C(N2)C=C(C=C3)OCCC(=O)O
45608143.png,CC1=CC(=C(C=C1)NC(=O)CN2C(=O)C(NC2=O)(C)C3=CC=C(C=C3)OC(F)F)Br
57931685.png,CCCCSCCCSC
90607974.png,COC1=CC=C(C=C1)N2CC(CC2=O)C(=O)NC3=C(SC=C3)C4=NC(=NO4)C5CC5
70363145.png,C1=CC=C(C=C1)C=CC2=CC=CC3=CC=CC=C32.C1=CC=C(C=C1)NC2=CC=CC=C2
38018227.png,C[C@@H]1C[C@@H]1C(=O)NC2=CC=C(C=C2)C(=O)NCC3=CC(=CC=C3)NC(=O)C4=CN=CC=C4
49708489.png,C1CN(C(=O)N1CC(=O)NC2=NC(=CS2)CC(=O)N)C3=CC(=CC=C3)Cl
74890152.png,COC(=O)C1=C(C=CC(=C1)C2=CC=C(C=C2)C=O)F
87755636.png,CC(C)C[C@@H](C(=O)OC(=O)[C@@H](CC(=O)N)N)N
10389200.png,C[N+]1(CCCCC1)CC[Si](C2=CC=CC=C2)(C3=CC=CC=C3)O
28648079.png,C[C@@H](C1=CC=CC=C1Br)[NH2+][C@H](C)C2=CC=CC=N2
30445057.png,COC(=O)C1=CC=C(C=C1)OC[C@@H](CN2CC[NH+](CC2)CC3=CC=C(S3)Cl)O
11485424.png,C1CSCCN1S(=O)(=O)C2=CC3=C(C[C@@H](NC3)CF)C=C2.Cl
90717878.png,C1=CC=C(C=C1)C2=CC(=CC=C2)OC(=O)C3=CC=CO3
8022965.png,CC1CCN(CC1)C(=O)C(=O)N/N=C\C2=CC=C(C=C2)Cl
31416105.png,C[C@H](C(=O)NC1=CC=C(C=C1)OC(F)F)SC2=NN=C(N2N)CC3=CC=C(C=C3)OC
92763564.png,C[C@@H](C1=CC=C(S1)C(=O)O)NC
16524790.png,C1CSC2=CC=CC=C2N1C(=O)COC(=O)C3=C(C=C(C=C3)F)F
13656412.png,C1CC[C@H]2[C@@H](C1)CSC3=CC=CC=C3[C@@H]2NC(=O)CCCN4CCN(CC4)C5=CC=C(C=C5)F
51119573.png,CC(C)(C)C1=NC(=NO1)CN(C)CC2=CC=CC=C2N3CCCCC3
84970521.png,CCOC(=O)CC1=NN(C(=S)N1C)C[NH+](C)C(C)C2=NC3=CC=CC=C3S2
64282068.png,CCC1CC2=C(C=C(C(=C2C(=O)N1)OC)OC)Br
15018615.png,CC(C)(C)[Si](C)(C)O[C@@H]1[C@H](O[C@H]([C@@H]1OP(=O)(OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC4=C(N=CN=C43)NC(=O)C5=CC=CC=C5)O[Si](C)(C)C(C)(C)C)O[Si](C)(C)C(C)(C)C)OC6=CC=CC=C6Cl)N7C=NC8=C(N=CN=C87)NC(=O)C9=CC=CC=C9)CO
94757444.png,COC1=CC=C(C=C1)N2CCN(CC2)C(=O)CN3CCC[C@@H](C3)C(F)(F)F
71428382.png,CCCCCCC1=C(C=CC(=C1)C)CC2=CC=CC=C2
65636302.png,CC1CCC(CN1C(=O)C2=C(NC=N2)C(=O)O)C(=O)N
91097830.png,C1CCN(C1)C2=C(C=CC(=C2)CC(=O)O)NC(=O)C3=CC=CC=C3C4=CC=C(C=C4)C(F)(F)F
31212056.png,CCC1=CC2=C(C=C1)C(=CO2)CC(=O)OCC(=O)N[C@@H](C)C3=CC4=C(C=C3)OCO4
30293763.png,CN(C)C1=CC=C(C=C1)[C@H](CNC(=O)NC(C2=CC=CC=C2)C3=CC=CC=C3)N(C)C
69461739.png,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O.C(=O)(C(Cl)(Cl)Cl)N
67751923.png,CN=C(N)N(C1=CC(=CC(=C1)N(C)C)Br)C2=C3C=CC=CC3=CO2
48482186.png,C1=CC=C2C(=C1)N=C(S2)C(C#N)C(=O)COC3=CC=C(C=C3)CC#N
15148325.png,B1(C2CCCC1CCC2)NC(=O)C(C)(C)C
5983638.png,CC1=C(C=C(C=C1)/C(=N\NC(=O)C2=CC(=NC3=CC=CC=C32)C4=CC=C(C=C4)F)/C)[N+](=O)[O-]
90199415.png,CCCCOCC1=C(C(=CC=C1)Cl)N
62339729.png,C1CC(CNC1)COCC2=C(C=C(C=C2)[N+](=O)[O-])Br
13959201.png,CC1C(C(C(C(O1)OC2C3C(C(OC2OC4=CC=CC5=C4C6=C7C8=C(C=CC(=C8C(=O)O6)C)OC(=O)C7=C5OC(=O)CCCl)C)OC(O3)C9=CC=CC=C9)O)OC)O
7368598.png,COC1=CC(=C(C=C1)OC)S(=O)(=O)N2CCC[C@H](C2)C(=O)NC3CCCCC3
44726559.png,COC1=C(C=C(C=C1)/C=N/NC(=O)C2=C(N=NN2C3=NON=C3N)CN4CCOCC4)OC
57868043.png,CN1C=C(C2=CC=CC=C21)C(=O)NC3=C(C=C(C(=C3)F)CC(=O)N4C[C@H](C[C@H]4COC5CCC(CC5)C(=O)O)N6CCN(CC6)C7=CC=CC=N7)Cl
10381245.png,C1C2=CC=CC=C2C(C3=C(O1)C=C(C=C3)Br)C(=O)O
44594209.png,CC1=CC(=C(C=C1)N2CCN(CC2)C(=O)CCN3C=C(N=C3)C4=CC=CC=C4)C
60000529.png,CCN(C1=CC=C(C=C1)C(=CC=C[C+](C2=CC=C(C=C2)N(C)C)C3=CC=C(C=C3)N(CC)C4=C5C(=C(C=C4)C)C(=O)NNC5=O)C6=CC=C(C=C6)N(C)C)C7=C8C(=C(C=C7)C)C(=O)NNC8=O
7338653.png,C[C@H]1CCC2=C(C1)C3=C(O2)C=CC(=C3)NS(=O)(=O)C4=CC(=C(C=C4)Cl)C
29865008.png,C1=CC=C(C=C1)N2C3=C(C=N2)C(=NC=N3)SCC(=O)NC4=CC(=CC=C4)NC(=O)C5=CC=CO5
69704348.png,CCCCOC1=C(C=C(C=C1)C(=O)O)[N+](=O)[O-].CCCCOC1=C(C=C(C=C1)C(=O)O)Cl
6713061.png,CC[C@H]1CN2CCC3=CC(=C(C=C3[C@H]2C[C@@H]1C[C@H]4C5=CC(=C(C=C5CCN4C(=O)[C@@H](CC6=CNC7=CC=CC=C76)NC(=O)OC(C)(C)C)OC)OC)OC)OC
6337795.png,CCOCCO/C(=N\C(=N/C(=O)OCC)\N)/N
75642260.png,CC(=NC1=CC=CC(=C1)NS(=O)(=O)C2C=[N+](C(=O)N(C2=O)C)C)[O-]
51695083.png,CC1=CC=C(C=C1)[C@@H]2C(=C(N=C3N2NC=N3)C)C(=O)NC4=C(C=CC(=C4)Cl)C
8444990.png,C1CN(CCN1C2=CC=CC=C2O)C(=S)NCC3=CC=C(C=C3)F
22483806.png,C1CC(CC=C1)C(C2CO2)C(=O)O
87136940.png,C=CC[NH2+]CCO.C=CC[NH2+]CCO.C(=O)([O-])[O-]
48240826.png,CC/C=C(/C)\C(=O)OCC(=O)NC1=CC(=CC=C1)S(=O)(=O)N(C)C
69772721.png,COC1=C(C=C(C=C1)N2CCN(C2=O)C3=CC=CC=C3Cl)O
7797802.png,C[C@@H](C1=CC=CS1)NC(=O)COC(=O)C2=CC=CC=C2O
84924054.png,CCOC(=O)NN=CC1=CSC(=N1)N(C2=CC=C(C=C2)OC)C(=O)C
88695656.png,C[C@H]1[C@H]([C@H](C[C@H](O1)OC)NC(=O)C(F)(F)F)OCC2=CC=CC=C2
88547815.png,C1C=C2C=CC3=C4C2=C5C1=CC6=CC7=C8C9=CC1=C2C=CC%10=C%11C2=C2C%12=C1C8=C6C5C%12C4C1C2=C2C%11=C4C5=C%10C6=C8C=NC=C%10C8C(=CC8=CC%11=CC%12=CC=CC%13=C%14C=C%15C=CC%16=C%17C%15=C%15C%14C%14=C%18C(C=C%19C%20=C%21C%22=C(N%19)C(C%19=C%23C%22=C%22C(=CC%23=CC(=C9%19)C7)C=C7C=C9C=CC=C%16N9C9=C%17C(=C%21C%22=C79)C%15=C%18%20)[N+](=O)[O-])C(=C8%10)C%11C%14N%13%12)C=C6C=C5C=C5N4C4C2C2N1C3=CC1=C2C2=C(C=CC(=C5)C42)C=C1
58007154.png,CC(C)(C)OC(=O)N1CC(=O)N[C@@H]2[C@@H]1CN(C2)C(=O)OCC3=CC=CC=C3
84241622.png,C1=CSC(=C1)CCC(=O)NCCC2=CC=C(C=C2)Cl
25009195.png,CCOC1=C(C=CC(=C1)/C=C\2/C(=O)NC(=O)S2)OC3=CC=C(C4=CC=CC=C43)C#N
67409212.png,CCOC(=O)CC1=NN=NN1CC(=O)N2CCN(C(C2)C(=O)NCC3=CC=C(C=C3)C(C)C)S(=O)(=O)C4=CC=C(C=C4)C(F)(F)F
51211497.png,CC(C1=CC=CS1)NC(=O)C2=CC3=CC=CC=C3OC2
51184801.png,CCC1=CC=C(C=C1)CCC(=O)N(CC2=NC(=O)C3=CC=CC=C3N2)C(C)C
45294398.png,C1=CC=C(C(=C1)C(=O)O)N2C(=O)C(=C(C=N2)OC3=CC(=C(C=C3Cl)Cl)Cl)Cl
50979258.png,CC1=NC=CN1C2=CC=CC=C2C3=NC4=C(N3)CCCNC4=O
84750120.png,C1CN(CCC1C(=O)N)C(C2=CC=C(C=C2)O)C(=O)O
51763089.png,CCCCCCN([C@@H](C1=CC2=C(C=C1)OCO2)C(=O)NCCCC)C(=O)CCl
16887323.png,C1CN(CCC1CNC(=O)C(=O)NC2=CC=CC=C2Cl)CC3=CC=CO3
51457068.png,CCOC1=CC=CC=C1[C@H]2[C@H]3C(=NC(=C2C#N)SCC(=O)NC4=CC(=C(C=C4)C)Cl)CCCC3=O
71003153.png,CO/C=C/C1C(OC2(O1)CCCCC2)C(C3COC4(O3)CCCCC4)O
26935325.png,CN1C(=NN(C1=S)C[NH+](C)CC2=CC=CC=C2)C3=CC=CC=C3OC
42128943.png,COC1=CC(=C(C=C1)OC)[C@@H](C(=S)N)[NH+]2CCOCC2
68987774.png,CC(C)[C@H](CC(=O)N1CCC(CC1)N(C2CC2)S(=O)(=O)C3=CC=CC(=C3)C(F)(F)F)NC
10058860.png,CC1CCC(C1)(CN)CS(=O)(=O)O
70108083.png,CC1CN(CCC1C2=C(C=CC3=C2SC=C3)F)OC(=O)C(=O)OC4(CCN(CC4C)CC5=CC=CC=C5)C6=C(C=CC7=C6SC(=C7)[Si](C)(C)C)F
97161929.png,C1=CC=C(C(=C1)NS(=O)(=O)C2=CC(=C(C=C2)Br)F)Br
10241241.png,C1NC2=CC=CC=C2C3=NC=CN31
83453907.png,CCN(CC)C1=CC(=C(C=C1)NCC2=C(C(=CC=C2)OC)O)C
5040543.png,COC1=C(C=C(C=C1)C2=[N+](C(=NN2)SCC(=O)NN=CC3=C(C(=CC(=C3)I)I)[O-])C4=CC=CC=C4)OC
23776306.png,CC1=CC(=C/C(=C\2/C=CC=CN2)/CC[C@H](C3=C(C[C@@H]4[C@H]([C@H]3CO)C(=O)N(C4=O)C5CCN(CC5)CC6=CC=CC=C6)COC7=CC=CC=C7)O)C=C(C1=O)C
4041497.png,CCCCCCCCCCCCOC(=O)N(CCOCCO)C1CC(=NOC(C)(C)C)C2=CC(C(C3C2C1(OC4=C3C=C(C=C4)O)OCC=C)CCCCO)CCCCO
51458732.png,C[NH+](CC1=CC=C(C=C1)N2CCCCC2)CC(=O)NC3=CC=NN3C4CCCC4
1959785.png,CCOC1=CC2=C(C=C1)N(C(C3=C2C(=S)SS3)(C)C)C(=O)CCl
10987878.png,C[C@H](C1=CC=CC=C1)N=C(C)C2=CC=CC=C2
34551321.png,CCOC(=O)[C@H]1CCCCN1C(=O)C[NH+]2CCN(CC2)CC3=NC(=NO3)C4=CC=C(C=C4)Cl
11613663.png,CC1=CC2=C(C=C1)N=C([C@@]23C(C(=O)N3C4=CC=C(C=C4)Cl)(C)C)O[C@@H]5C(C(=O)N5C6=CC=C(C=C6)Cl)(C)C
96292710.png,CC1=CC(=C(C=C1C)OC[C@H](CC(=O)O)C2=CC=CN2)C
89905122.png,C1CSCCC1CC2=NC3=C4C=CC=NC4=NC5=C(C3=N2)C=CN=C5
22228054.png,CC1=NN(C=C1C(=O)N(CC(=O)O)C2=CC(=C(C=C2)OCC(C)(C)C)C#N)C3=CC=C(C=C3)Br.CC(C)OC(C)C
71529846.png,CC(C)C[C@H](C1=CN=CC=C1)NC(=O)[C@H]2C[C@H](CN(C2)S(=O)(=O)C3=CC=CC=C3[N+](=O)[O-])N4CC(=O)N(CC4(C)C)C5=CC=CC=C5Cl
17428262.png,COCCOCCCNC1=NN2C(=NN=N2)C=C1
9542009.png,CC1=CC=CN2C1=NC3=[N+](C(=C(C=C3C2=O)C(=O)NCC4=CN=CC=C4)N)CC5=CC=NC=C5
30309393.png,CC1=C(N(C(=N1)SC[C@@H](COC2=CC=CC=C2C(C)(C)C)O)C[C@H]3CCCO3)C
17360236.png,CCC(=O)OC1=C(C=C(C=C1)C(=O)NC2=C(C=C(C=C2)O)C)OC
72789106.png,CCC1CN2CCC3=C(C2CC1C(=COC)C(=O)OC)NC4=C(C=CC(=C34)OC)C56CCN7C5(C(CC(C(C7)CC)C(=COC)C(=O)OC)O)NC8=C6C(=CC=C8)OC
17684164.png,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)/C=C\2/C(=O)N=C(S2)N3CCCC3
71892202.png,C1CC2=C(C1)C=C(C=C2)NCC3=CC=CC=C3OCC4=CN=CC=C4
80631615.png,CCC1=CC=C(C=C1)OC2=NC=C(C=C2C)C=O
47645088.png,C1CCN(CC1)C2=CC=CC(=C2)NC(=O)C(=O)NCCCN3CCC(CC3)C(=O)N
75148211.png,CNC(=O)C(C1CCCC1)NC(=O)C2=CC=C(O2)C3=CC=C(C=C3)Cl
13520086.png,COC1=CC=C(C=C1)/C(=C/CN2CC(C(C(C2CO)O)O)O)/C3=CC=CC=C3
39985438.png,COC1=C(C=C(C=C1)C(=O)NCC[NH+]2CCN(CC2)CC3=CC=CC=C3)OC
90196415.png,CC1=CC(=C(C(=C1)C)C2=C(CC(OC2=O)C(C)(C)CSC3=CC=C(C=C3)C(F)(F)F)O)C
90237709.png,CC1=CC(C(C=C1)C2CCC3=C2C4=C(CCNCC4)C=C3)(F)F
40178102.png,C1CCN(C1)C(=O)C2=CC=C(C=C2)NC(=O)CC3=CC=C(S3)S(=O)(=O)N
60566198.png,C1CN(CCC1NC(=O)C2CC2C3=CC=C(C=C3)F)C4=CC=CC=C4
69522016.png,CC1=NC(=CC=C1)C2=C(SC(=N2)C)C3=CC4=NN(N=C4C=C3)C
24911562.png,CCCC1=NC=C2CN(CCC2=N1)CC3=CC4=CC=CC=C4OC3
90729457.png,CC1=C(C=CC(=C1)F)C2=C3[C@H]4CCNCC[C@@H]4NC3=CC=C2
87919595.png,C[C@@H](C=O)N(C1CC1(C(=O)OC)N)C(=O)CC2=CC(=CC(=C2)F)F
15216829.png,C#C[C@H]1[C@H](O[C@H]([C@H]1O)N2C=CC(=O)NC2=O)COC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5
93408632.png,CC(C)C[C@H](C(=O)OC)NC1=CC=CC=C1OC
78892868.png,C1CC(=O)N(C1)CC2=CC=C(C=C2)NC(=O)N3CCC(CC3)OCC4=CC=CC=C4
25863575.png,C1C[C@H](OC1)CNC(=O)CC2=CC=C(C=C2)NC(=O)C3=CC=CC=C3C(F)(F)F
60673029.png,CC1=C(C(=NN1C)C)NC(=O)CNC
1866749.png,C[C@H](C(=O)NCCC(=O)O)OC1=CC2=C(C=C1)C3=C(CCCC3)C(=O)O2
48379566.png,CCC(C1=CC=C(C=C1)Cl)NC(=O)CSC2=NN=C(S2)N3CCCCC3
7762481.png,C1C/C(=N\NC(=O)C2=CC=C(C=C2)NS(=O)(=O)C3=CC=CS3)/CC(=O)C1
82022625.png,CC1=CC(=NC(=N1)COC2=CC=CC=C2)CN.Cl
8093475.png,CC1=C(C=CO1)C(=O)N(CCC(=O)NCCC[NH+]2CCOCC2)CCOC
26428213.png,C[C@@H](C(=O)NC1=CC(=C(C=C1)OC)OC)N(C)CCOC2=CC=C(C=C2)F
27033285.png,C[C@@H]1C(=O)N(C2=CC=CC=C2O1)CCC(=O)N3CCN(CC3)[C@H](C#N)C4=CC=C(C=C4)F
11156691.png,CC(C)[C@@H](C(=O)O)NS(=O)(=O)C1=CC=C(C=C1)C2=CC=C(C=C2)NC(=O)C3=CC4=C(O3)C=CC=C4OC
6069353.png,CC1=CC(=CC=C1)N2CCN(CC2)C3=NC(=O)/C(=C\C4=CC=C(C=C4)[N+](=O)[O-])/S3
21052499.png,CCCC1=CC=C(C=C1)CCC2=CC=C(C=C2)C3=CC(=C(C(=C3)F)CC(C)C4=CC=CC=C4)F
30332678.png,C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)NC3=CC=CC=C3C4=NC(=NO4)COC5=CC=CC=C5
78981727.png,COC(=O)C1=C(C=CC(=C1)NC(=O)C2CC(=O)NC2)F
6304357.png,C1=CC=C(C=C1)NC(=O)COC2=C(C=C(C=C2)/C=N\N3C(=O)C4=CC=CC=C4NC3=O)[N+](=O)[O-]
63170950.png,C1CCN(CC1)C2CCN(C2)C3CS(=O)(=O)CC3O
18356072.png,B([O-])([O-])OC1=CC=CC2=C1C3=CC4=CC=CC=C4C=C3C=C2.C[P+](C)(C)C1CCCCC1
40456097.png,CC(C)(C)C1=CC=C(C=C1)OCC(=O)N/N=C\C=C\C2=CC=CC=C2
36536582.png,C[C@@H](C1=CC=CC=C1OC)NC(=O)[C@H](C)SCC2=NC(=NC(=N2)N)N
81045779.png,CC1=CC(=C(C=C1F)Cl)C(C2C(C2(C)C)(C)C)O
68134722.png,C1CCC(CC1)C(C2=CC=CC=C2)(C3=CC=CC=C3)[O-].[Na+]
37481527.png,C1CCN(C1)C2=NC=C(C=C2)CNC(=O)C[C@@H]3C(=O)NC4=C(S3)C=CC(=C4)Cl
18168895.png,CC1=CC=C(O1)C(CNC(=O)C2=CC3=C(C=C2[N+](=O)[O-])OCCO3)N4CCOCC4
61748658.png,CNC1C(CC2=CC=CC=C12)CC3=CC=C(C=C3)Br
71267685.png,C1=CSC(=C1)CNC2=C3C(=NC=N2)N(C=N3)[C@H]4[C@H](C([C@H](O4)CO)O)O
93914511.png,C[C@@H]1CCCC[C@H]1CN[C@@H](C)C2=CC=C(C=C2)OC
56367520.png,CC1=NC(=NO1)CSCC(=O)NCC2=CC(=CC=C2)S(=O)(=O)N3CCCCC3
38848162.png,C[C@@H](C(=O)C1=CC=C(S1)CNC(=O)C)OC(=O)CC2=NNC(=O)C3=CC=CC=C32
36212191.png,CCOC(=O)C1=C(NC(=O)N[C@H]1C2=CC=CS2)COC(=O)C3=CC(=CC=C3)NC(=O)C(C)(C)C
96785686.png,C1C[C@H](C(=O)NC1)C2=CC=CC=C2C(=O)O
42347216.png,CC1=C(C=C(C=C1)N(CCC#N)C(=O)CSC2=NC3=CC=CC=C3C(=O)N2[C@H](C)COC)C
1131456.png,COC1=CC=C(C=C1)NC(=O)C(=CC2=CN(C3=CC=CC=C32)CC(=O)OC)C#N
38459932.png,C[C@@H](C1=CC=C(C=C1)C(C)C)NC(=O)C2=CC=C(C=C2)S(=O)(=O)N[C@H]3CCS(=O)(=O)C3
21625413.png,C1CC1OC2=CC=C(C=C2)[N+](=O)[O-]
99743725.png,CC1=CC=C(C=C1)NC(=O)CN2C3=C([C@@H](NC2=O)C4=CC=CC=C4Cl)C(=O)OC3
16789120.png,C(CCl)C(=O)NCC(=O)N
32390604.png,C[C@@H](C(=O)O[C@@H](C)C(=O)NC1=CC=CC=C1OC)N2C(=O)C3=C(C2=O)C=C(C=C3)Br
16970428.png,CC(C1=NC2=CC=CC=C2N1CC(=C)Br)NC(=O)CCC3=CC=CC=C3
28123853.png,CS(=O)(=O)C1=CC=CC(=C1)C(=O)NC[C@@H]2CCC[NH2+]C2
86110642.png,CC(C)C1=CC=CC(=C1O)CN(C)C
99180332.png,C1[C@@H]2CC3(C[C@@H]1CC(C2)(C3)O)CC(=O)NC4=C(C=C(C=C4)Br)Br
72082605.png,CC1=CC(=NNC(=S)NC2=CC=CC=C2OC)CC1
4743406.png,CCC1=C(C=C(S1)C2=C(C(=[NH+]C3=C2CCCCC3)N)C#N)[N+](=O)[O-]
66739398.png,CCCCCCCCCCCC(=O)O.C1=CC=C(C=C1)C[C@@H](C(=O)O)N
64379516.png,C1CN(C(=O)OC1)C2C3CCC(C3)C2C(=O)O
85829067.png,CCCOC(C)OCCC1=CC=CS1
48084557.png,CC1=NC(=NO1)COC2=CC=C(C=C2)CNCC(=O)NCC3=CC=CO3
51372146.png,CCN1C(C(CC2C1NC3C(CCCN3C2=O)C)C#N)N
39389909.png,C1=CC(=C(C=C1/C=C/C(=O)NCC2=CC=NC=C2)N)Cl
63143579.png,CC1(CCNC1)C(=O)N2CCCCC2CNS(=O)(=O)C
37635254.png,C[C@@H](C1=CC=C(C=C1)Br)NC[C@@H](COC2=CC=C(C=C2)NC(=O)C)O
23872338.png,C[C@H]1[C@@H]([C@H](O[C@@]12C3=C(C=CC(=C3)N4CCCCC4=O)NC2=O)CCN5C=C(N=N5)C(CO)C6=CC=CC=C6)[Si](C)(C)F
14129486.png,CCOC(=O)C[C@H](OC(=O)CN(C)C)C[C@H](OC(=O)CN(C)C)/C=C/C1=C(C=C(C=C1C2=CC(=C(C=C2)F)C)C)C.C(=C\C(=O)O)\C(=O)O.C(=C\C(=O)O)\C(=O)O
29416026.png,CCC(CC)C1=NN=C(S1)NC(=O)C2CCN(CC2)C(=O)C3=CC=C(C=C3)C(F)(F)F
20145079.png,CCC1=C(SC(=N1)N=C(N)N)C2=CC=NC=C2
82359546.png,CCNC1=NC2=CC=CC=C2N1CC3=CC=C(C=C3)C
65664476.png,CC1CCC(N(C1)C2=C(C=C(C=C2)[C@H](C)N)Br)C
54417928.png,C[C@]12CC(=C)[C@H]3[C@H]([C@@H]1CC[C@]2(C(=C)CC(C)(C)C(=O)O)O)CCC4=C3CCC(=O)C4
75861770.png,CN(CC1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)C[NH+]3CCCCC3CC(=O)N
77267617.png,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)OC(=O)CC(C(CC(C)C)N)O)O)O
21925426.png,C1C2=CC=CC=C2N(C1=O)S(=O)(=O)C3=CC=CC=C3
83759073.png,CC1=C2C(C(=O)NC2=C(C=C1)OC)C3CCNC3
48057142.png,CCC1=C(NC(=C1C(=O)C)C)C(=O)CSC2=NN=C(N2CC(C)C)CCC(=O)N
61771346.png,CCC(C)(C)C1CCC(C(C1)N2C=CC(=N2)C(F)(F)F)O
57727809.png,CC(C)N(C[CH2-])C(=O)C[CH2-].[Y]
27205935.png,C[C@H]1CCC2=C(C1)SC(=C2C#N)NC(=O)C[NH+](C)CC3=CC=CC=C3OC
83064835.png,CC1=NC=CN=C1NCC2=CC=C(C=C2)C(=O)O
53573402.png,CCN1C2=C(C=C(C=C2)F)N=C1CSC3=NN=C(N3C)C4CC4
67461257.png,C[C@@H]1CC[C@H]([C@@H](C1)OC(=O)NC2=CC=CC=C2C(=O)OC)C(C)C
72401896.png,CCOC1=C(C=C(C=C1)CN(C)C)NC(=O)C(C(C)C2=CNC3=CC=CC=C32)NC(=O)N4CCN(CC4)C5=CC=C(C=C5)C(F)(F)F
89111546.png,CC(CC#N)C1=CN=C(C=C1)CF
22597562.png,CCOC(=O)C1=C(C2=C(N=C(N=C2S1)C3=CC=NC=C3)C4=CSC=C4)N
43070514.png,CCCCCCC(C)NC(=O)C(=O)C1=C(NC2=CC=CC=C21)C
59160860.png,COC(=O)C1=CC=C(C=C1)C2(CCOCC2)C3=NC(=CS3)C4=CN=CC=C4
79904746.png,C1CC(C1)CNC2=C(C(=NC(=C2F)F)F)F
17225409.png,C1C(CN(C1=O)C2=CC(=C(C=C2)F)Cl)C(=O)NC3=CC(=CC=C3)Cl
84018963.png,C1=CC2=C(C=C1F)C=C(N2CCN)Br
92913897.png,CCC1=NN2C(=N)/C(=C/C3=CC=CC=C3Br)/C(=O)N=C2S1
13122582.png,CC1=C(C(=O)OC2=CC=CC=C12)C(=O)O
12294039.png,C1=CC=C2C(=C1)N=C(O2)C(OC(C(OC(C(F)(F)F)(F)F)(F)F)(F)F)(F)F
36298344.png,CC1=CC(=CC(=C1)OCC[NH+](C)CC(=O)NC2=C(C(=CC(=C2)S(=O)(=O)N(C)C)C)C)C
